Origin Countries,State Code,AUS,NZL,ASM,COK,FJI,PYF,GUM,KIR,MHL,FSM,NRU,NCL,NFK,MNP,NIU,PLW,PNG,WSM,SLB,TKL,TON,TUV,VUT,WLF,CHN,HKG,JPN,KOR,TWN,MAC,MNG,PRK,IDN,MYS,PHL,SGP,THA,VNM,BRN,KHM,LAO,MMR,TLS,BGD,IND,LKA,AFG,BTN,MDV,NPL,PAK,CAN,USA,MEX,BMU,GRL,SPM,COL,PER,VEN,BOL,ECU,ARG,BRA,CHL,URY,FLK,GUF,GUY,PRY,SUR,BLZ,CRI,SLV,GTM,HND,NIC,PAN,ATG,BHS,BRB,DMA,DOM,GRD,HTI,JAM,PRI,KNA,LCA,VCT,TTO,VIR,AIA,ABW,CYM,CUB,GLP,MTQ,MSR,ANT,TCA,VGB,AUT,BEL,DNK,FIN,FRA,DEU,GBR,GRC,IRL,ITA,LUX,NLD,PRT,ESP,SWE,CHE,ISL,LIE,NOR,AND,BIH,FRO,GIB,MKD,MCO,SMR,SCG,ALB,BGR,HRV,CYP,CZE,HUN,MLT,POL,ROM,SVK,SVN,EST,LVA,LTU,RUS,ARM,AZE,BLR,GEO,KAZ,KGZ,MDA,TJK,TKM,UKR,UZB,TUR,BHR,IRN,IRQ,ISR,JOR,KWT,LBN,PSE,OMN,QAT,SAU,SYR,ARE,YEM,MAR,TUN,DZA,EGY,LBY,BWA,ZAF,LSO,NAM,SWZ,MWI,MOZ,TZA,ZMB,ZWE,AGO,COD,MUS,SYC,MDG,UGA,BEN,BFA,BDI,CMR,CPV,CAF,TCD,COM,COG,CIV,DJI,GNQ,ERI,ETH,GAB,GMB,GHA,GIN,GNB,KEN,LBR,MLI,MRT,MYT,NER,NGA,REU,RWA,SHN,STP,SEN,SLE,SOM,SDN,TGO
Cote d'Ivoire,CIV,73,8,0,0,1,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,64,0,43,2,2,1,37,107,119,4,81,4,1,1,0,14,0,3,472,1,8,2,1,254,1880,1865,8076,4,1,3,0,0,30,3,2,1,54,31,10,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,1,2,4,1,118,1,0,1,7,1,0,11,0,66,1,4,0,0,0,1,34,1364,337,49,48383,10517,3047,118,105,7253,42,379,92,653,384,1308,1,0,141,2,1,10,2,0,6,20,1418,0,8,4,0,14,6,1,9,0,11,0,15,0,0,554,7,0,13,9,11,32,32,39,20,291,434,1,23,5,13,132,365,894,55,104,13,0,4,15,140,22,80,4,143,234,167,6,374,3,26,44,28,104,35,114,204,16,2457,1,1,5,41,11584,34847,58,152,1,104,20,7,21,0,20,3,10,88,290,27,9123,9542,12,243,4751,714,209,0,4782,3036,1,8,1,2,314,36,16,0,94
Djibouti,DJI,67,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,4,10,11,0,8,0,0,0,0,1,0,0,45,0,1,0,0,24,177,500,295,1,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,4,89,19,2,6093,1102,262,24,2,37,1,110,1,13,65,66,0,0,11,0,0,1,0,0,1,2,151,0,1,0,1,5,2,0,3,0,0,0,1,0,0,53,1,0,1,1,1,3,3,4,2,27,42,3,29,1,4,13,62,85,15,2,19,0,1,238,24,6,145,14,259,272,446,1,35,0,2,4,6,10,3,91,44,3,231,0,0,1,12,1,66,85,1,0,0,2,1,2,145,0,1,15,4538,28,3,144,58,1,329,3,4,0,0,1,35,0,1,1,0,14,0,24,0,9
Equatorial Guinea,GNQ,3,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,23,1,1,0,20,58,62,2,43,2,1,0,0,8,0,1,254,1,4,1,0,131,972,15,552,1,0,0,0,0,7,7,0,0,29,17,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,63,0,0,0,4,0,0,6,0,36,0,2,0,0,0,0,8,17,1,0,134,2774,161,0,2,6,1,27,56,13356,14,77,1,0,2,1,1,2,0,0,3,5,318,0,4,2,0,3,0,1,0,0,0,0,8,0,0,298,4,0,7,5,6,17,17,21,11,151,234,12,12,3,7,71,190,482,30,56,7,0,2,8,73,12,20,1,36,11,90,3,193,2,14,24,25,56,19,359,198,16,1270,1,1,9,124,13,851,1066,6392,1,105,11,4,731,815,364,0,184,1455,49812,14,811,812,6,4013,16,61,9,0,6,3188,1,4,12,492,84,2,297,0,51
Eritrea,ERI,1599,80,0,0,2,18,6,0,5,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,41,0,4,1,142,6,7,1,120,352,384,14,264,13,5,3,0,46,1,9,1548,5,24,6,2,818,6059,4836,19469,2,1,7,1,1,18,11,1,1,176,102,2,0,0,0,0,2,0,1,3,6,1,1,1,3,1,1,2,1,0,5,11,3,385,3,0,2,23,3,0,35,0,216,3,13,0,0,0,2,18,4,124,11,128,8017,7150,103,22,5700,1,383,2,14,4353,1233,5,1,711,6,3,4,1,1,19,8,535,1,27,14,2,4,0,4,3,1,0,1,49,1,0,1816,23,0,42,29,36,105,105,127,66,939,1424,4,336,73,394,431,5198,2930,1654,136,647,0,31157,8280,1991,661,3186,405,5691,404,15312,18,1205,11,84,144,192,341,116,3135,1501,118,7918,4,10,27,758,35,2259,6379,60,5,1,67,22,68,4959,2178,26,0,349724,950,87,4937,1995,40,24550,91,149,8,0,34,1217,10,27,74,9,479,7,1775,1262,309
Ethiopia,ETH,3544,657,0,0,1,9,3,0,2,0,4,1,0,1,0,0,2,0,0,0,0,0,0,1,61,0,156,1,72,3,3,2,62,178,203,7,134,7,2,1,0,23,1,5,783,2,13,3,1,434,3211,14486,73066,14,5,25,0,5,2,19,3,2,90,52,6,8,0,0,0,1,0,1,2,3,3,0,31,4,50,0,1,1,0,3,7,2,195,2,0,1,12,1,0,18,1,109,2,7,0,0,0,1,28,1022,1135,694,3715,9542,8122,2507,104,6310,24,7592,13,333,11281,1972,41,1,3575,3,2,8,2,1,10,16,1108,1,14,7,23,79,68,2,50,2,13,1,25,1,0,919,12,0,21,15,18,53,53,64,34,497,721,59,39,123,735,58900,8781,1483,3088,386,42,0,21992,359,3363,1233,182,9,325,636,277,10,638,6,43,73,102,173,59,1661,791,62,4196,2,5,14,79,19,1201,179,5,2,8,34,12,36,2511,61,6,31,0,481,46,2499,1023,21,723,46,77,30,0,17,617,5,14,2,4,254,3,50,5112,157
Gabon,GAB,20,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,13,1,1,0,9,33,17,1,25,1,0,0,0,4,0,1,146,0,1,0,0,37,276,445,556,2,0,0,0,0,2,2,0,0,14,10,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,36,0,0,0,2,0,0,3,0,20,0,1,0,0,0,0,7,326,0,1,11380,1989,203,45,7,124,10,67,72,122,2,195,0,0,6,1,0,2,0,0,2,4,278,0,3,1,0,1,0,0,1,0,0,0,5,0,0,171,2,0,4,3,3,10,10,12,6,43,134,4,3,1,3,41,54,277,14,31,4,0,1,2,21,6,11,0,20,5,52,1,55,0,8,14,7,32,11,102,64,5,360,0,0,2,61,8,534,563,1656,0,137,40,1,892,468,192,2,97,767,0,4,466,596,2,2116,9,45,92,0,3,119,0,3,7,630,29,2538,157,27356,29
Gambia,GMB,55,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,1,1,0,10,30,33,1,22,1,0,0,0,4,0,1,132,0,2,1,0,70,519,235,6178,4,0,2,0,0,2,1,0,10,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33,0,0,0,2,0,0,3,0,18,0,1,0,0,0,0,9,163,508,201,1098,2826,3994,44,25,504,1,269,25,6299,2771,234,0,0,882,1,0,3,1,0,2,5,379,0,2,1,0,9,1,0,3,0,0,0,4,0,0,155,2,0,4,2,3,9,9,11,6,80,121,14,6,1,4,37,102,249,16,29,4,0,1,4,39,6,17,1,31,40,47,2,103,1,7,12,8,29,10,32,57,4,678,0,0,1,11,41,2671,15,42,0,5,6,2,6,422,5,1,3,24,81,0,2518,2625,911,65,12,196,5,0,3,4367,0,2,0,1,7945,0,4,0,26
Ghana,GHA,2040,253,0,0,3,30,11,0,8,0,2,1,0,2,0,0,6,0,1,0,0,0,0,0,411,2,1322,6,238,10,11,13,213,591,743,23,443,23,8,5,1,77,2,15,2598,8,44,12,4,1481,10971,17072,69995,12,5,24,1,4,2,23,2,13,301,171,9,0,0,1,0,2,1,9,5,10,2,1,2,10,17,53,4,2,0,10,22,5,647,5,1,3,39,5,0,59,2,363,5,23,0,0,1,4,59,2689,1085,295,4681,21758,57172,412,407,2282,23,11201,54,3189,1189,2009,9,2,1176,10,5,15,3,2,32,30,2096,2,45,25,24,42,58,6,49,3,4,2,83,1,5,3047,39,0,70,48,60,176,176,213,111,1700,2390,144,134,30,74,724,2141,4918,312,573,72,0,23,88,820,125,232,12,415,245,919,33,2181,18,141,242,163,572,195,683,1181,93,14336,7,8,29,240,8608,93320,325,835,8,16,112,40,122,305648,111,19,56,499,1595,157,0,83236,72,1375,21655,6230,222,0,4569,125052,8,45,4,12,2345,633,90,0,37898
Guinea,GIN,29,18,0,0,2,17,6,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,68,0,109,1,140,6,7,2,120,349,386,13,262,13,5,3,0,45,1,9,1534,5,25,6,2,824,6105,1356,6741,7,0,2,1,5,4,4,1,4,175,101,3,0,0,0,0,1,0,3,3,6,1,1,7,5,1,1,2,1,1,5,12,3,382,3,0,2,23,3,0,35,1,214,3,13,0,0,0,2,18,831,55,9,8382,7839,847,27,57,1293,1,1291,297,4567,151,530,5,1,39,6,3,4,1,1,19,7,502,1,27,14,1,23,21,4,14,1,2,1,49,1,0,1800,23,0,42,28,35,104,104,126,66,946,1411,7,74,17,42,428,1184,2905,178,337,42,0,12,48,454,71,150,7,267,207,543,18,1214,10,83,143,90,338,115,371,664,52,7977,4,5,17,202,1008,65176,876,498,5,40,66,22,68,138550,299,12,151,1221,942,38362,29618,0,4844,3367,70689,4812,3274,0,34,4891,5,27,10,7,109109,35950,244,0,307
Guinea-Bissau,GNB,11,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,29,1,1,0,25,73,80,3,55,3,1,1,0,9,0,2,320,1,5,1,0,170,1259,55,777,1,0,0,0,0,4,2,1,2,36,21,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,1,2,1,80,1,0,0,5,1,0,7,0,45,1,3,0,0,0,0,18,78,27,3,8125,5701,539,8,3,13,15,161,21435,2266,90,253,1,0,13,1,1,5,1,0,4,11,740,0,6,3,0,9,6,1,0,0,1,0,10,0,0,375,5,0,9,6,7,22,22,26,14,195,294,0,15,3,9,89,244,605,37,70,9,0,3,10,93,15,38,2,69,79,113,4,250,2,17,30,19,70,24,77,137,11,1645,1,1,4,58,115,7448,350,105,788,25,14,5,14,1024,119,3,60,482,196,17130,6107,7326,0,1329,30,548,1271,0,7,3316,1,6,4,108,32628,12,97,0,64
Kenya,KEN,6869,1154,1,0,2,15,5,1,4,0,7,2,0,1,0,1,3,0,0,0,0,0,0,1,99,1,253,2,118,5,5,3,234,294,1518,11,221,16,4,2,0,38,2,7,2857,4,28,7,2,798,5910,20821,44941,18,3,18,1,5,4,4,8,7,149,85,20,2,2,0,0,2,0,1,2,5,1,1,2,3,1,1,2,1,35,5,11,3,322,3,0,2,20,2,0,29,18,181,3,11,0,0,0,2,78,630,1039,214,999,24548,130287,370,586,1107,35,1880,151,529,1455,2253,35,1,977,5,3,23,4,1,16,46,3194,1,23,12,24,44,22,3,55,2,4,1,41,1,1,1518,19,0,35,24,30,88,88,106,55,830,1190,174,65,15,38,361,1057,2450,158,285,36,0,11,43,405,63,121,6,216,149,458,16,1066,9,70,121,105,285,123410,1035,792,62,7005,3,5,24,33571,31,2006,2743,30,4,1,56,19,60,4147,937,16,474,738,794,77,4128,1694,35,0,76,127,50,0,29,1019,5,23,32,7,424,6,763,0,259
Liberia,LBR,123,49,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,10,0,21,1,1,0,127,53,1029,2,40,6,1,0,0,7,1,1,235,1,4,1,0,125,924,715,41136,4,2,12,0,3,8,3,1,7,27,15,5,1,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,1,1,2,0,58,0,0,0,4,0,0,5,0,33,0,2,0,0,0,0,5,295,105,40,788,1823,1678,21,54,178,9,2031,31,1005,671,338,1,0,88,1,0,1,0,0,3,3,175,0,4,2,0,9,13,1,28,0,3,0,8,0,2,276,4,0,6,4,5,16,16,19,10,143,216,14,11,3,7,65,181,445,28,52,6,0,2,7,69,11,26,1,46,45,83,3,184,2,13,22,14,52,18,57,101,8,1208,1,1,3,20,52,3381,28,75,1,6,10,3,10,753,9,2,5,42,144,13,4485,3321,6,116,0,249,9,0,5,12909,1,4,0,1,121,2171,8,0,47
Mali,MLI,26,21,0,0,6,48,17,0,13,0,0,0,0,4,0,0,10,1,1,0,0,0,0,0,122,1,47,2,388,16,18,4,332,965,1075,37,724,35,13,7,1,125,4,24,4243,12,68,18,6,2293,16984,868,7157,126,0,2,2,3,3,10,7,4,485,280,97,1,0,1,0,4,1,0,8,16,2,2,2,8,2,2,6,3,6,15,32,9,1057,8,1,5,64,8,0,96,0,593,7,37,0,0,1,6,48,305,24,4,43025,21591,1729,25,39,376,10,115,44,3273,60,489,13,4,31,16,9,10,3,3,52,20,1362,2,74,38,0,16,12,10,29,3,0,4,136,2,0,4978,64,0,115,79,98,288,288,347,182,2631,3904,4,207,46,117,1183,3293,8033,493,931,117,0,35,135,1261,197,355,17,634,279,1501,50,3377,28,231,395,243,935,318,817,1779,140,22193,11,12,47,463,2965,437921,1441,318,13,353,183,62,8268,486604,492,32,249,2041,34030,13078,82403,162921,111,5628,4286,0,8073,0,33673,91150,12,74,17,19,23642,945,401,0,2675
Mauritania,MRT,14,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,7,0,26,1,1,0,22,64,70,2,48,2,1,0,0,8,0,2,282,1,4,1,0,150,1113,155,2525,5,0,1,0,0,5,1,0,0,32,19,1,0,0,0,0,0,0,2,1,1,0,0,7,1,0,0,0,0,0,1,2,1,70,1,0,0,4,1,0,6,0,39,0,2,0,0,0,0,9,294,26,0,10259,3180,151,6,8,798,3,383,31,3745,23,141,1,0,11,1,1,3,1,0,3,5,364,0,5,3,0,0,4,1,3,0,1,0,9,0,0,331,4,0,8,5,7,19,19,23,12,172,260,13,184,5,23,79,390,534,96,10,117,0,4,1498,150,39,600,75,1072,170,2793,3,221,2,15,26,16,62,21,68,122,10,1455,1,1,3,37,139,8981,164,92,1,43,12,4,1660,904,56,2,28,229,173,5566,900,8838,570,631,30,661,0,0,6,12068,1,5,2,1,39984,69,46,0,56
Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,59,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,192,0,0,0,0,0,0,0,0
Niger,NER,14,8,0,0,2,15,5,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,35,0,4,1,121,5,6,1,103,301,334,12,226,11,4,2,0,39,1,8,1324,4,21,6,2,713,5279,216,2425,39,0,1,1,1,2,2,2,4,151,87,10,0,0,0,0,1,0,11,3,5,1,1,1,3,1,1,2,1,1,5,10,3,330,3,0,2,20,2,0,30,15,185,2,12,0,0,0,2,10,217,7,12,3627,5449,586,78,17,1430,7,147,0,68,15,146,4,1,11,5,3,2,1,1,16,3,226,1,23,12,3,6,1,3,2,1,1,1,42,0,1,1553,20,0,36,25,31,90,90,108,57,818,1218,3,64,14,37,369,1024,2506,154,290,36,0,11,42,392,61,116,6,206,111,468,16,1049,9,72,123,78,292,99,320,574,45,6898,3,4,15,125,14680,138293,251,1234,4,308,4110,19,59,130387,86,9,43,367,813,76,25611,53625,35,1013,177,4013,162,0,0,59043,4,23,3,6,1379,78,70,0,16719
Nigeria,NGA,1738,370,0,0,4,32,11,0,8,0,2,1,0,2,0,0,7,0,1,0,0,0,0,0,356,2,1092,5,255,11,12,12,371,633,2074,24,475,29,8,5,1,82,4,16,776,8,36,9,3,1379,10212,10652,143054,30,8,43,1,6,7,82,11,17,317,183,20,5,0,1,0,2,1,67,5,10,2,2,9,14,24,77,4,2,20,11,23,6,693,6,6,3,42,5,0,63,6,389,5,24,0,0,1,4,3002,1514,622,291,2742,30273,89580,1894,9247,22972,29,4093,146,8992,932,2024,42,3,517,11,6,25,5,2,34,49,3418,3,48,25,87,69,208,7,203,4,2,2,89,2,4,3263,42,0,75,52,64,189,189,228,119,1708,2559,293,134,47,181,775,3326,5266,759,641,79,0,11495,136,1274,303,328,16,586,662,984,33,2192,18,151,259,160,613,209,585,1175,93,14405,7,8,31,885,29911,26572,6851,87352,8,1093,12134,40,123,8913,2339,254,1185,9375,14790,158,53486,25885,72,25853,5207,1937,102,0,41379,0,8,49,79,14,1225,1024,1907,247420,18695
Reunion,REU,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,44,44,0,0,1,7,3,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,21,0,15,0,60,2,3,1,52,149,170,6,112,6,2,1,0,19,1,4,655,2,11,3,1,362,2681,2680,2800,20,0,2,0,0,1,1,1,3,75,43,5,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,2,5,1,163,1,0,1,10,1,0,15,0,91,1,6,0,0,0,1,11,6792,168,29,2721,4496,2632,127,79,648,67,865,103,191,173,768,2,1,242,2,1,3,1,0,8,6,384,0,11,6,1,13,12,2,8,1,2,1,21,0,1,768,10,0,18,12,15,44,44,54,28,415,602,16,33,7,18,182,521,1240,77,144,18,0,5,21,200,31,60,3,107,68,232,8,533,5,36,61,85,144,67071,1387,661,52,3503,2,4,12,101257,16,1003,3117,28,2,26,28,10,30,2098,1064,12,539,4261,402,38,2088,855,18,11750,38,64,25,0,15,515,4,0,36,4,212,3,867,0,131
Saint Helena,SHN,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,13,0,0,0,0,7,49,20,112,33,0,0,0,2,0,5,0,2,1,1,357,0,440,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,1,395,2363,13,6,750,0,1,0,0,0,8,0,0,4,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,1,1,1,1,8,12,1,1,0,0,4,10,24,1,3,0,0,0,0,4,1,1,0,2,0,5,0,10,0,1,1,1,3,1,3,5,0,63,0,0,0,1,1,50,1,4,0,0,1,0,1,41,0,0,0,2,8,1,235,48,0,6,1,4,0,0,0,10,0,0,0,0,4,0,0,0,3
Sao Tome and Principe,STP,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,5,13,15,1,10,0,0,0,0,2,0,0,58,0,1,0,0,32,239,15,116,2,0,0,0,0,2,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0,1,0,0,1,0,8,0,1,0,0,0,0,7,22,0,0,232,2051,140,4,1,19,6,116,12490,78,9,85,0,0,0,0,0,2,0,0,1,4,292,0,1,1,0,1,0,0,4,0,1,0,2,0,0,68,1,0,2,1,1,4,4,5,2,37,54,0,3,1,2,16,46,110,7,13,2,0,0,2,18,3,4,0,7,0,21,1,48,0,3,5,6,13,4,88,48,4,313,0,0,2,5,11,683,7,0,3621,0,3,1,3,187,2,0,1,10,36,3,186,665,2,29,4,50,2,0,1,53,0,1,0,0,28,1,2,0,12
Senegal,SEN,183,10,0,0,2,14,5,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,61,0,110,1,114,5,5,2,97,283,312,11,213,10,4,2,0,37,1,7,1246,4,20,5,2,665,4925,1866,12119,14,1,4,1,4,1,9,2,1,142,82,6,2,0,0,0,1,0,1,2,5,1,1,69,2,1,1,2,1,1,4,9,3,310,2,0,1,19,2,0,28,0,174,2,11,0,0,0,2,82,1458,82,40,87839,25413,1369,48,39,45944,68,646,631,11391,291,1506,4,1,102,5,3,24,5,1,15,48,3380,1,22,11,3,31,8,3,25,1,0,1,40,1,1,1461,19,0,34,23,29,85,85,102,53,763,1146,68,60,13,35,347,962,2358,147,273,34,0,10,39,368,59,174,8,311,432,441,15,979,8,68,116,87,274,93,673,650,51,6436,3,4,14,331,215,13908,2412,419,206,1206,54,18,7418,3992,824,14,417,3306,18770,98608,23896,13594,9829,9116,529,1017,40670,0,817,3326,4,22,28,6,0,357,671,0,249
Sierra Leone,SLE,363,67,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,13,0,23,1,1,0,19,56,62,2,42,2,1,0,0,7,0,1,247,1,4,1,0,131,974,1035,21594,1,1,6,0,2,4,0,0,2,28,16,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,1,2,0,62,1,0,0,4,0,0,6,2,35,0,2,0,0,0,0,13,415,280,43,734,4245,17169,260,322,641,4,2048,44,1160,444,544,1,0,259,1,1,4,1,0,3,8,547,0,4,2,2,4,32,1,7,0,1,0,8,0,0,290,4,0,7,5,6,17,17,20,11,151,228,9,12,3,7,69,190,468,29,54,7,0,2,8,73,12,27,1,48,47,88,3,194,2,13,23,14,55,19,60,106,8,1272,1,1,3,24,65,4217,57,80,1,3,11,4,11,793,20,2,10,83,152,1574,4724,4147,6,228,17285,310,9,0,5,2605,1,4,1,1,138,0,16,0,49
Somalia,SOM,3713,1778,0,0,2,17,6,1,4,0,5,2,0,1,0,0,4,0,0,0,0,0,0,1,38,0,2,1,134,6,6,1,113,332,362,13,249,12,4,2,0,43,1,8,1460,4,23,6,2,772,5719,20376,37852,3,3,16,1,2,5,5,2,1,166,96,0,3,0,0,0,2,0,0,3,5,1,1,15,3,1,1,2,1,1,5,11,3,364,3,0,2,22,3,0,33,0,204,2,13,0,0,0,2,68,653,11664,4149,1411,21818,44217,70,459,7476,15,21720,6,138,14809,3398,5,1,10636,6,3,20,4,1,18,39,2726,1,25,13,3,6,53,3,14,1,2,1,47,1,3,1713,22,0,40,27,34,99,99,119,62,886,1343,25,533,57,298,407,4069,2765,1254,107,608,0,20896,7780,1559,501,3236,394,5782,1537,14447,17,1137,11,79,136,181,322,3348,2959,1416,112,7472,4,9,26,476,33,2132,3652,37,4,9,63,21,64,4679,1247,19,632,194116,896,82,4658,1882,37,14077,85,141,7,0,32,1148,9,26,42,7,452,6,0,32,292
Sudan,SDN,4900,330,0,0,2,19,7,1,5,0,5,2,0,1,0,0,4,0,0,0,0,0,0,1,74,0,119,1,153,6,7,2,130,382,419,15,286,14,5,3,0,50,1,10,1677,5,27,7,2,893,6613,7491,22041,4,2,8,1,1,1,10,3,3,191,111,4,0,0,0,0,3,1,0,3,6,1,1,1,2,1,1,2,1,4,6,13,3,418,3,0,2,25,3,0,38,4,234,3,15,0,0,0,2,404,220,340,63,1411,8984,11311,1420,590,608,4,4836,20,235,832,608,5,2,551,6,3,4,1,1,21,9,620,2,29,15,147,67,127,4,65,3,13,1,54,1,0,1967,25,0,45,31,39,114,114,137,72,1024,1543,227,2313,340,2058,467,24313,3175,8648,638,10987,0,205957,9798,9313,3454,6753,601,12064,16982,16592,20,1315,11,91,156,88,369,126,131,639,50,8641,4,4,5,156229,39,2533,3229,78,5,1211,4157,24,74,5374,1103,19,559,11029,1029,95,5349,2232,43,12485,98,167,63,0,401,1320,4,29,37,8,524,3,899,0,335
Togo,TGO,14,5,0,0,1,6,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,8,0,47,2,2,1,40,117,129,5,88,4,2,1,0,15,0,3,515,2,8,2,1,275,2034,805,3490,2,0,1,0,0,1,1,2,1,59,34,21,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,6,2,4,1,128,1,0,1,8,1,0,12,0,72,1,4,0,0,0,1,12,958,104,14,13678,4324,764,15,62,949,36,721,30,152,249,585,2,0,66,2,1,3,1,0,6,6,434,0,9,5,0,15,4,1,5,0,0,0,16,0,0,604,8,0,14,10,12,35,35,42,22,315,474,3,25,6,14,144,395,975,60,113,14,0,4,16,151,24,43,2,77,35,182,6,404,3,28,48,30,113,39,125,222,17,2657,1,2,6,72,25826,19233,341,316,2,128,22,7,1363,1650,116,4,59,473,14161,29,9867,18953,13,1305,545,1418,124,0,1542,77353,2,9,4,2,452,21,95,0,0
